Age,Gender,EducationLevel,ExperienceYears,PreviousCompanies,DistanceFromCompany,InterviewScore,SkillScore,PersonalityScore,RecruitmentStrategy,HiringDecision
27.0,female,licence,6.0,5.0,17.38736129,63,79,41,1,yes
27.0,male,bac,0.0,5.0,6.780280531,70,36,80,1,no
36.0,male,licence,7.0,5.0,20.43154728,41,28,71,2,no
31.0,male,licence,2.0,1.0,2.861085228,47,11,64,3,no
38.0,male,licence,3.0,3.0,46.88003481,73,16,52,1,no
29.0,female,phd,14.0,1.0,34.65556741,80,47,99,2,yes
28.0,female,licence,8.0,3.0,50.53744047,29,83,6,2,no
24.0,male,licence,3.0,5.0,45.14115813,20,25,4,1,no
25.0,male,licence,9.0,5.0,24.64952968,59,82,23,2,no
39.0,female,phd,11.0,4.0,26.98425156,12,11,27,1,yes
45.0,female,bac,14.0,3.0,10.52880233,0,20,61,3,no
21.0,male,licence,4.0,5.0,24.10196714,64,41,16,2,no
46.0,male,bac,6.0,2.0,46.15139367,32,60,100,2,no
43.0,male,bac,15.0,4.0,3.542671182,37,57,19,2,no
46.0,male,master,3.0,1.0,44.17784015,24,53,2,2,no
32.0,female,master,13.0,4.0,18.04739008,25,33,36,2,no
25.0,female,licence,0.0,2.0,45.97563825,76,6,89,1,yes
24.0,female,licence,8.0,3.0,48.04399532,58,34,14,2,no
44.0,male,licence,3.0,1.0,34.54324435,91,14,50,1,no
20.0,male,phd,8.0,1.0,34.22118933,32,64,47,2,no
35.0,female,phd,5.0,3.0,23.63771689,100,89,7,1,yes
41.0,female,licence,14.0,4.0,42.77701123,40,98,12,2,no
40.0,female,master,0.0,5.0,49.08063792,29,24,47,1,no
25.0,female,master,11.0,4.0,39.75409002,56,58,2,3,no
25.0,male,licence,2.0,2.0,32.09683669,48,78,64,2,no
42.0,female,licence,10.0,5.0,31.33964479,47,85,72,2,no
35.0,female,licence,1.0,4.0,43.47349508,71,5,30,3,no
23.0,female,master,15.0,3.0,28.06018829,48,51,25,2,no
49.0,female,phd,8.0,2.0,41.19299431,46,78,80,3,yes
30.0,female,master,15.0,2.0,26.44426276,55,87,55,1,yes
49.0,female,master,14.0,2.0,4.122213749,64,20,33,2,no
49.0,female,licence,11.0,5.0,20.19735045,11,70,8,2,no
49.0,male,master,0.0,1.0,23.22204788,68,92,61,3,no
50.0,male,master,12.0,5.0,8.080862249,87,95,12,1,yes
43.0,male,licence,13.0,4.0,6.124816459,5,31,68,3,no
42.0,male,licence,8.0,1.0,27.77324748,88,52,40,2,no
28.0,female,master,8.0,4.0,5.257181828,64,58,76,3,yes
42.0,male,bac,7.0,1.0,16.14725839,24,68,0,2,no
22.0,male,master,7.0,5.0,38.2298488,0,61,88,1,yes
38.0,female,bac,10.0,2.0,49.22160898,31,3,46,3,no
50.0,female,licence,13.0,3.0,36.89352903,2,85,3,3,no
27.0,male,master,11.0,2.0,50.63127742,48,17,99,2,no
24.0,male,licence,0.0,5.0,35.91689856,18,98,62,1,yes
23.0,female,licence,10.0,1.0,15.68972353,59,80,51,1,yes
43.0,male,licence,7.0,2.0,34.60262703,28,55,9,2,no
50.0,female,master,9.0,5.0,36.10783826,49,23,27,1,yes
25.0,female,bac,13.0,4.0,19.58634923,1,65,5,2,no
21.0,female,phd,2.0,3.0,1.88569253,72,12,26,2,no
39.0,female,bac,10.0,2.0,36.15998924,55,61,11,2,no
47.0,male,phd,6.0,1.0,2.085004764,16,53,61,1,yes
30.0,female,phd,10.0,4.0,32.5594039,59,14,51,2,no
23.0,female,licence,14.0,5.0,9.180824437,35,68,47,2,no
34.0,male,licence,0.0,3.0,29.28017639,60,2,66,2,no
25.0,female,licence,0.0,1.0,26.19565127,16,36,45,2,no
41.0,male,licence,15.0,5.0,1.675682115,48,36,96,2,no
36.0,male,bac,9.0,5.0,19.14329085,75,100,73,2,yes
49.0,male,bac,12.0,2.0,31.05455837,59,2,94,3,no
43.0,female,bac,4.0,2.0,43.43032759,19,62,14,2,no
25.0,male,licence,4.0,1.0,45.43210569,49,34,70,3,no
38.0,male,licence,7.0,5.0,25.1924985,2,51,35,2,no
49.0,female,licence,6.0,2.0,37.42112436,42,86,13,2,no
44.0,male,phd,7.0,3.0,16.82272883,56,27,77,1,yes
21.0,male,licence,5.0,3.0,18.10932029,49,93,2,2,no
34.0,male,licence,5.0,5.0,10.72317596,67,17,66,2,no
30.0,male,licence,1.0,2.0,29.0974055,80,35,85,1,yes
27.0,male,master,5.0,1.0,16.72820755,49,32,18,2,no
45.0,female,phd,4.0,1.0,5.218544822,36,63,98,1,yes
38.0,male,master,12.0,1.0,35.25030433,45,25,75,2,no
32.0,male,phd,15.0,3.0,36.38766038,41,47,53,2,no
31.0,female,bac,2.0,2.0,18.99962094,14,39,68,2,no
24.0,female,master,5.0,2.0,4.836169973,32,16,9,3,no
25.0,female,master,7.0,3.0,22.31488587,79,39,32,2,no
45.0,male,licence,8.0,1.0,23.1167729,10,6,12,2,no
41.0,female,phd,0.0,1.0,34.43354424,19,56,98,2,no
23.0,male,bac,2.0,5.0,16.77081956,23,7,50,3,no
38.0,male,licence,2.0,4.0,35.12996399,63,55,31,2,no
39.0,female,licence,10.0,2.0,44.57442709,79,30,74,2,no
20.0,female,licence,7.0,2.0,12.87430212,93,58,23,1,yes
39.0,male,master,0.0,2.0,49.94597781,97,57,34,2,no
36.0,female,licence,4.0,4.0,20.31840686,64,11,82,1,no
31.0,male,licence,2.0,5.0,14.36293426,87,47,69,2,no
34.0,female,licence,1.0,4.0,22.07555913,87,30,39,3,no
20.0,female,master,14.0,1.0,5.719873795,72,82,53,2,yes
45.0,female,bac,7.0,1.0,7.285295326,85,62,43,2,no
33.0,male,licence,2.0,2.0,21.72170235,75,73,61,2,no
25.0,female,phd,6.0,3.0,39.1222261,16,38,98,2,no
24.0,male,master,11.0,2.0,46.01561198,88,75,67,2,yes
49.0,male,licence,10.0,3.0,34.24089954,91,19,32,2,no
30.0,male,master,0.0,4.0,6.260977762,60,100,76,1,yes
50.0,male,master,5.0,1.0,34.60098811,14,47,55,1,no
23.0,female,master,2.0,3.0,32.77139604,93,70,35,2,no
32.0,male,licence,7.0,4.0,41.28819591,50,53,53,2,no
30.0,male,licence,5.0,1.0,42.26243333,26,77,18,1,no
22.0,female,licence,11.0,3.0,44.41015379,85,74,42,2,no
20.0,male,licence,1.0,2.0,21.70657573,73,70,11,1,yes
25.0,female,licence,5.0,2.0,35.89321977,60,28,10,1,no
37.0,male,bac,6.0,2.0,14.41251795,57,73,69,2,no
43.0,female,licence,4.0,4.0,50.966814,30,92,11,2,no
29.0,male,licence,2.0,2.0,9.766712069,90,72,90,2,no
24.0,female,licence,3.0,5.0,1.505721583,11,99,40,2,no
42.0,male,master,3.0,1.0,8.440435726,45,47,24,3,no
29.0,male,licence,5.0,4.0,39.79361448,30,73,2,2,no
31.0,female,bac,9.0,2.0,23.33918383,31,82,2,1,yes
21.0,female,master,0.0,1.0,23.37501239,31,55,83,2,no
32.0,female,bac,10.0,3.0,48.75114598,98,94,27,1,yes
27.0,female,master,3.0,2.0,46.9817454,52,16,22,3,no
21.0,male,master,9.0,1.0,16.55973689,60,8,47,1,yes
39.0,male,licence,12.0,5.0,11.45290644,45,96,66,2,no
20.0,female,master,3.0,3.0,43.4241105,84,33,41,1,yes
50.0,male,licence,9.0,5.0,46.30095355,73,44,87,3,no
24.0,female,licence,15.0,1.0,28.07984614,79,87,39,2,no
28.0,female,bac,0.0,5.0,32.47118556,6,8,5,3,no
36.0,male,licence,8.0,1.0,13.84571423,3,6,19,1,no
28.0,male,phd,3.0,1.0,41.0401344,90,15,10,1,yes
30.0,male,licence,6.0,5.0,32.60612142,51,18,95,1,yes
34.0,female,licence,11.0,1.0,26.17567556,88,5,26,3,no
43.0,male,licence,13.0,2.0,4.005427804,30,10,20,3,no
25.0,male,licence,2.0,1.0,46.79674813,74,75,12,1,yes
42.0,male,bac,9.0,4.0,31.77257102,83,60,85,1,yes
22.0,female,licence,11.0,1.0,10.63455473,35,41,34,2,no
49.0,female,master,2.0,4.0,31.31930585,53,12,46,1,no
50.0,female,licence,13.0,1.0,34.87316771,53,11,85,1,yes
36.0,female,licence,7.0,1.0,27.28851683,16,84,27,1,yes
24.0,female,bac,7.0,5.0,36.9050869,74,73,20,1,yes
49.0,male,licence,10.0,2.0,30.0726974,29,19,17,1,yes
47.0,female,master,11.0,2.0,48.3884791,98,49,30,1,no
31.0,female,bac,0.0,3.0,3.68485393,21,35,59,2,yes
37.0,female,bac,9.0,5.0,6.312285423,42,91,36,3,yes
33.0,female,licence,1.0,5.0,9.683581848,26,87,20,2,yes
40.0,female,master,15.0,2.0,35.50855353,36,68,13,2,no
43.0,female,licence,7.0,5.0,33.27979364,45,36,88,1,yes
30.0,female,licence,0.0,2.0,45.60294301,34,11,90,2,yes
28.0,male,master,14.0,5.0,37.64387264,3,98,59,2,yes
21.0,male,licence,11.0,1.0,26.41777438,79,39,22,2,no
31.0,female,master,7.0,2.0,50.59158962,79,53,94,1,yes
22.0,male,master,7.0,2.0,14.30539781,84,1,28,3,no
22.0,male,licence,15.0,4.0,42.65958299,25,49,46,1,no
20.0,male,licence,1.0,5.0,22.33951861,99,40,29,2,no
27.0,male,bac,3.0,5.0,33.43675694,18,44,89,3,no
41.0,female,licence,5.0,2.0,37.36342352,80,8,83,2,yes
47.0,male,phd,11.0,1.0,32.68770436,44,61,37,2,no
48.0,male,licence,10.0,1.0,8.025365155,25,85,82,3,no
27.0,male,licence,8.0,1.0,23.14755054,21,46,26,2,yes
30.0,female,master,14.0,5.0,29.0719189,57,4,88,1,no
28.0,female,licence,15.0,4.0,43.45218796,62,75,86,3,no
24.0,female,bac,7.0,2.0,23.18228744,27,0,92,1,no
33.0,female,licence,11.0,3.0,46.93736524,64,43,14,3,no
47.0,female,licence,14.0,4.0,23.01871115,43,21,58,1,no
49.0,female,master,7.0,3.0,28.43899296,99,37,2,2,no
22.0,female,bac,6.0,4.0,40.81428415,42,18,9,2,yes
40.0,male,licence,13.0,1.0,30.15338422,36,79,78,3,yes
24.0,male,licence,12.0,5.0,49.01090362,65,30,79,2,yes
24.0,male,licence,8.0,3.0,34.01679153,16,66,16,1,yes
38.0,female,licence,14.0,4.0,27.1354727,39,86,82,2,no
46.0,female,licence,1.0,5.0,2.179598389,37,41,10,1,no
33.0,female,licence,2.0,3.0,21.68664488,84,81,47,2,no
45.0,female,phd,9.0,2.0,15.96242096,60,25,4,3,yes
49.0,female,licence,7.0,4.0,38.40528339,8,12,68,2,yes
23.0,female,bac,13.0,2.0,11.41388376,76,57,63,2,no
44.0,male,licence,5.0,1.0,11.26100436,74,17,13,1,no
32.0,female,master,9.0,2.0,10.47595216,60,66,49,2,yes
29.0,female,master,8.0,2.0,7.280780658,79,86,25,2,yes
44.0,female,bac,9.0,4.0,16.55035018,15,2,71,2,yes
37.0,female,phd,3.0,1.0,45.29610572,1,54,68,1,yes
27.0,male,licence,15.0,2.0,39.74642362,71,88,6,2,no
27.0,female,bac,7.0,5.0,37.76256082,42,90,15,1,yes
26.0,female,bac,9.0,3.0,40.86684028,41,57,54,2,yes
27.0,female,bac,2.0,2.0,14.47089447,76,62,77,1,no
33.0,female,master,2.0,1.0,45.37208454,56,90,100,3,no
38.0,male,bac,7.0,2.0,7.865168757,80,51,55,1,no
35.0,female,bac,4.0,3.0,17.81728634,87,88,3,2,yes
25.0,female,master,2.0,1.0,30.33740595,66,23,99,1,yes
20.0,male,licence,9.0,4.0,6.145254417,29,71,47,2,yes
42.0,male,bac,10.0,1.0,37.50650939,12,8,16,2,yes
50.0,male,bac,15.0,4.0,20.36230241,18,36,35,2,no
34.0,female,bac,0.0,1.0,40.22028328,6,93,69,1,no
20.0,female,licence,14.0,3.0,25.64481428,8,82,79,2,yes
44.0,male,licence,2.0,3.0,10.04372622,82,52,92,1,yes
36.0,male,bac,11.0,1.0,37.73809057,53,79,99,1,yes
20.0,male,bac,8.0,2.0,13.60719779,85,23,37,2,no
34.0,male,master,4.0,3.0,25.54051506,81,20,100,1,yes
42.0,male,licence,11.0,4.0,4.776663458,60,99,61,1,no
21.0,male,licence,9.0,4.0,31.89333272,86,39,47,3,yes
33.0,female,licence,14.0,5.0,34.29288831,1,61,9,3,no
40.0,female,licence,1.0,4.0,19.9337105,49,69,35,2,no
27.0,female,licence,6.0,5.0,48.72113902,74,68,28,1,yes
27.0,male,licence,14.0,1.0,44.70844607,30,13,77,1,no
38.0,male,licence,1.0,1.0,36.39704579,32,41,3,2,no
26.0,male,phd,3.0,1.0,36.68260372,77,49,43,1,yes
38.0,male,bac,11.0,2.0,13.62008575,79,60,55,3,no
25.0,male,master,6.0,2.0,33.84076155,10,3,41,1,yes
25.0,male,bac,3.0,5.0,10.91031326,32,71,99,3,no
22.0,female,master,6.0,4.0,8.200161196,6,87,12,2,no
26.0,female,licence,15.0,4.0,50.97339471,30,74,45,2,no
38.0,male,master,6.0,1.0,32.11879657,47,16,81,1,no
27.0,female,bac,15.0,3.0,22.54939363,46,84,32,3,yes
29.0,male,licence,0.0,2.0,15.40822614,77,56,20,1,yes
39.0,female,licence,5.0,2.0,31.19602218,91,89,79,2,yes
34.0,male,master,8.0,1.0,3.479675411,52,47,78,3,no
34.0,male,licence,1.0,2.0,5.734049525,79,43,56,1,no
48.0,female,licence,13.0,1.0,2.642834887,18,44,68,2,yes
20.0,female,licence,2.0,5.0,25.95849166,80,90,69,2,yes
39.0,male,licence,9.0,4.0,31.03033146,89,79,66,2,yes
49.0,male,licence,4.0,3.0,4.123988068,5,89,47,2,yes
26.0,female,bac,8.0,4.0,37.06122337,48,32,75,2,no
46.0,female,phd,3.0,4.0,12.51975358,72,30,99,2,yes
23.0,male,master,0.0,5.0,35.26007269,49,46,32,2,no
48.0,female,phd,3.0,2.0,50.094857,80,5,35,2,yes
25.0,male,licence,5.0,3.0,35.5552935,94,71,32,1,no
44.0,male,master,4.0,2.0,45.15965265,11,70,30,3,yes
20.0,male,master,13.0,4.0,48.40992534,22,33,20,3,yes
48.0,male,licence,12.0,1.0,25.33755242,53,52,26,2,no
24.0,female,licence,0.0,4.0,36.11624897,68,13,90,2,no
46.0,female,licence,3.0,2.0,43.59846268,99,15,71,2,yes
42.0,female,master,5.0,4.0,18.83044564,58,42,100,2,no
20.0,female,licence,12.0,1.0,14.06986583,35,72,61,2,yes
49.0,female,bac,14.0,5.0,48.32992864,2,73,95,1,no
23.0,female,licence,9.0,2.0,37.31517502,57,80,25,2,yes
41.0,female,phd,9.0,4.0,11.98410667,87,11,65,1,yes
21.0,male,master,13.0,2.0,23.45416963,54,69,11,1,yes
29.0,female,phd,3.0,5.0,40.82258848,56,18,21,2,yes
24.0,female,licence,14.0,4.0,28.35314955,16,40,16,2,yes
46.0,male,licence,13.0,4.0,33.49760491,38,52,6,2,yes
29.0,female,bac,8.0,2.0,38.6884101,89,28,67,2,yes
20.0,female,bac,4.0,2.0,32.10045944,67,69,36,3,yes
41.0,male,bac,7.0,1.0,28.0039661,54,58,37,2,no
25.0,female,licence,8.0,5.0,38.48071422,44,88,95,2,no
32.0,female,bac,9.0,1.0,37.37815177,75,63,10,1,no
50.0,female,licence,4.0,4.0,32.49362001,0,23,0,1,yes
34.0,male,phd,5.0,2.0,18.98947067,20,88,24,2,yes
23.0,female,licence,0.0,4.0,21.29060461,82,15,41,2,yes
32.0,female,master,10.0,4.0,49.52192744,20,51,51,2,no
43.0,male,licence,15.0,3.0,6.619296615,51,79,23,2,no
39.0,female,licence,11.0,3.0,14.42524586,81,5,52,2,no
43.0,male,licence,14.0,4.0,25.62008796,42,36,55,1,no
34.0,male,bac,6.0,2.0,42.83648431,51,84,62,1,no
48.0,female,licence,3.0,4.0,9.183783186,66,3,80,3,yes
27.0,male,licence,10.0,3.0,14.84773091,43,97,7,2,no
24.0,male,bac,1.0,2.0,4.28991089,31,91,58,1,yes
48.0,female,licence,4.0,4.0,36.2992633,9,37,44,2,yes
34.0,male,licence,11.0,5.0,12.91047177,63,40,26,2,yes
